device,useragent
chrome,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/600.24 (KHTML, like Gecko) Chrome/53.0.1094.157 Safari/534"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_6; en-US) AppleWebKit/535.49 (KHTML, like Gecko) Chrome/53.0.2075.300 Safari/603"
chrome,"Mozilla/5.0 (Linux; Linux x86_64) AppleWebKit/535.31 (KHTML, like Gecko) Chrome/55.0.3354.267 Safari/600"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.1; x64) AppleWebKit/603.16 (KHTML, like Gecko) Chrome/50.0.2895.144 Safari/600"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.0; WOW64; en-US) AppleWebKit/600.22 (KHTML, like Gecko) Chrome/54.0.1730.226 Safari/533"
chrome,"Mozilla/5.0 (Linux; Linux x86_64) AppleWebKit/600.15 (KHTML, like Gecko) Chrome/47.0.2501.355 Safari/537"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_0_2; en-US) AppleWebKit/601.34 (KHTML, like Gecko) Chrome/52.0.3740.325 Safari/600"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/536.39 (KHTML, like Gecko) Chrome/47.0.3761.169 Safari/534"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64) AppleWebKit/602.17 (KHTML, like Gecko) Chrome/47.0.3267.262 Safari/603"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_6_9; en-US) AppleWebKit/535.41 (KHTML, like Gecko) Chrome/52.0.3809.226 Safari/535"
chrome,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/601.13 (KHTML, like Gecko) Chrome/48.0.1371.195 Safari/533"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_0_0) AppleWebKit/602.25 (KHTML, like Gecko) Chrome/49.0.2075.371 Safari/536"
chrome,"Mozilla/5.0 (Linux i561 ) AppleWebKit/533.15 (KHTML, like Gecko) Chrome/52.0.2003.230 Safari/603"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.1;) AppleWebKit/535.10 (KHTML, like Gecko) Chrome/54.0.1566.290 Safari/603"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_7_6; en-US) AppleWebKit/603.19 (KHTML, like Gecko) Chrome/47.0.2352.123 Safari/601"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/602.37 (KHTML, like Gecko) Chrome/50.0.3582.330 Safari/601"
chrome,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; en-US) AppleWebKit/534.17 (KHTML, like Gecko) Chrome/47.0.1760.123 Safari/533"
chrome,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/603.6 (KHTML, like Gecko) Chrome/55.0.2353.265 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_1_5; en-US) AppleWebKit/537.12 (KHTML, like Gecko) Chrome/53.0.1781.111 Safari/600"
chrome,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/53.0.1997.294 Safari/533"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.4; Win64; x64) AppleWebKit/600.22 (KHTML, like Gecko) Chrome/52.0.2692.222 Safari/602"
chrome,"Mozilla/5.0 (Windows NT 6.3;) AppleWebKit/603.35 (KHTML, like Gecko) Chrome/50.0.2682.387 Safari/533"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_7_6; en-US) AppleWebKit/602.49 (KHTML, like Gecko) Chrome/51.0.1817.230 Safari/603"
chrome,"Mozilla/5.0 (Windows NT 10.3;) AppleWebKit/537.45 (KHTML, like Gecko) Chrome/49.0.1834.397 Safari/600"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.1; x64) AppleWebKit/603.2 (KHTML, like Gecko) Chrome/52.0.3288.107 Safari/601"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.1; x64) AppleWebKit/601.6 (KHTML, like Gecko) Chrome/48.0.2431.152 Safari/601"
chrome,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/602.26 (KHTML, like Gecko) Chrome/54.0.2446.357 Safari/600"
chrome,"Mozilla/5.0 (Linux x86_64) AppleWebKit/535.46 (KHTML, like Gecko) Chrome/55.0.1324.203 Safari/601"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.3; Win64; x64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/48.0.1898.390 Safari/602"
chrome,"Mozilla/5.0 (Windows NT 6.2; Win64; x64; en-US) AppleWebKit/535.39 (KHTML, like Gecko) Chrome/50.0.1429.269 Safari/537"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.2; WOW64) AppleWebKit/600.9 (KHTML, like Gecko) Chrome/48.0.3449.366 Safari/533"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_9_2; en-US) AppleWebKit/535.48 (KHTML, like Gecko) Chrome/48.0.2853.354 Safari/534"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.1; Win64; x64) AppleWebKit/536.21 (KHTML, like Gecko) Chrome/50.0.2203.265 Safari/536"
chrome,"Mozilla/5.0 (Windows NT 6.0; Win64; x64) AppleWebKit/601.43 (KHTML, like Gecko) Chrome/55.0.3695.191 Safari/603"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64) AppleWebKit/535.25 (KHTML, like Gecko) Chrome/54.0.3893.321 Safari/535"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_9_2) AppleWebKit/533.38 (KHTML, like Gecko) Chrome/51.0.3695.214 Safari/603"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_4_9) AppleWebKit/603.17 (KHTML, like Gecko) Chrome/50.0.2526.168 Safari/601"
chrome,"Mozilla/5.0 (Linux; Linux i580 x86_64; en-US) AppleWebKit/537.14 (KHTML, like Gecko) Chrome/50.0.1316.384 Safari/535"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_0) AppleWebKit/600.33 (KHTML, like Gecko) Chrome/52.0.3666.261 Safari/602"
chrome,"Mozilla/5.0 (U; Linux i586 ) AppleWebKit/603.34 (KHTML, like Gecko) Chrome/55.0.1315.370 Safari/603"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_4_8) AppleWebKit/536.25 (KHTML, like Gecko) Chrome/55.0.1773.189 Safari/535"
chrome,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/602.36 (KHTML, like Gecko) Chrome/49.0.3583.156 Safari/534"
chrome,"Mozilla/5.0 (Linux; Linux i553 ; en-US) AppleWebKit/536.20 (KHTML, like Gecko) Chrome/49.0.3094.225 Safari/537"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.0; Win64; x64; en-US) AppleWebKit/537.35 (KHTML, like Gecko) Chrome/51.0.2949.249 Safari/534"
chrome,"Mozilla/5.0 (Linux i556 x86_64; en-US) AppleWebKit/536.24 (KHTML, like Gecko) Chrome/48.0.3991.263 Safari/602"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_1_0; en-US) AppleWebKit/602.27 (KHTML, like Gecko) Chrome/47.0.1823.162 Safari/533"
chrome,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/602.45 (KHTML, like Gecko) Chrome/54.0.2439.198 Safari/537"
chrome,"Mozilla/5.0 (Linux; Linux x86_64) AppleWebKit/537.32 (KHTML, like Gecko) Chrome/49.0.2336.328 Safari/536"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_0_6; en-US) AppleWebKit/534.4 (KHTML, like Gecko) Chrome/47.0.3851.186 Safari/603"
chrome,"Mozilla/5.0 (Windows NT 6.3; x64; en-US) AppleWebKit/535.45 (KHTML, like Gecko) Chrome/52.0.2560.261 Safari/601"
chrome,"Mozilla/5.0 (Linux x86_64; en-US) AppleWebKit/600.34 (KHTML, like Gecko) Chrome/53.0.3957.309 Safari/600"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_3_9; en-US) AppleWebKit/536.4 (KHTML, like Gecko) Chrome/54.0.1905.127 Safari/536"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.1; WOW64; en-US) AppleWebKit/600.41 (KHTML, like Gecko) Chrome/55.0.3623.360 Safari/602"
chrome,"Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/603.41 (KHTML, like Gecko) Chrome/55.0.3395.331 Safari/537"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_0_7; en-US) AppleWebKit/603.31 (KHTML, like Gecko) Chrome/48.0.3420.102 Safari/602"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.2; Win64; x64) AppleWebKit/602.48 (KHTML, like Gecko) Chrome/54.0.2884.199 Safari/534"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_6_0; en-US) AppleWebKit/535.34 (KHTML, like Gecko) Chrome/51.0.1696.286 Safari/600"
chrome,"Mozilla/5.0 (Linux; U; Linux i656 ) AppleWebKit/536.19 (KHTML, like Gecko) Chrome/50.0.3289.328 Safari/600"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/603.36 (KHTML, like Gecko) Chrome/50.0.3502.272 Safari/602"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_6) AppleWebKit/603.45 (KHTML, like Gecko) Chrome/47.0.1692.255 Safari/602"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.4; Win64; x64; en-US) AppleWebKit/602.2 (KHTML, like Gecko) Chrome/51.0.2424.373 Safari/536"
chrome,"Mozilla/5.0 (Windows NT 6.2; WOW64; en-US) AppleWebKit/534.41 (KHTML, like Gecko) Chrome/48.0.2789.265 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_2_3; en-US) AppleWebKit/600.19 (KHTML, like Gecko) Chrome/51.0.3656.303 Safari/534"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_1_4; en-US) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/49.0.1752.342 Safari/534"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_4_4; en-US) AppleWebKit/603.25 (KHTML, like Gecko) Chrome/50.0.1472.135 Safari/533"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.4; x64; en-US) AppleWebKit/601.31 (KHTML, like Gecko) Chrome/50.0.1267.383 Safari/602"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_7_1) AppleWebKit/603.34 (KHTML, like Gecko) Chrome/49.0.1820.242 Safari/602"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0; en-US) AppleWebKit/537.38 (KHTML, like Gecko) Chrome/53.0.1728.257 Safari/601"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.0;; en-US) AppleWebKit/534.5 (KHTML, like Gecko) Chrome/47.0.2835.369 Safari/600"
chrome,"Mozilla/5.0 (U; Linux i540 ; en-US) AppleWebKit/534.7 (KHTML, like Gecko) Chrome/47.0.1159.327 Safari/535"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_1_2) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/50.0.2193.355 Safari/537"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.1; Win64; x64) AppleWebKit/600.40 (KHTML, like Gecko) Chrome/49.0.1214.124 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_5) AppleWebKit/537.6 (KHTML, like Gecko) Chrome/48.0.3235.136 Safari/536"
chrome,"Mozilla/5.0 (U; Linux i551 ; en-US) AppleWebKit/600.20 (KHTML, like Gecko) Chrome/49.0.2251.138 Safari/534"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_0_7) AppleWebKit/602.26 (KHTML, like Gecko) Chrome/54.0.1267.181 Safari/603"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.2; WOW64) AppleWebKit/602.36 (KHTML, like Gecko) Chrome/55.0.2719.156 Safari/602"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.1; WOW64) AppleWebKit/534.15 (KHTML, like Gecko) Chrome/49.0.1048.156 Safari/601"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.5; Win64; x64) AppleWebKit/535.37 (KHTML, like Gecko) Chrome/52.0.1691.197 Safari/535"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_1) AppleWebKit/602.38 (KHTML, like Gecko) Chrome/54.0.1614.175 Safari/536"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_7; en-US) AppleWebKit/534.50 (KHTML, like Gecko) Chrome/48.0.1246.233 Safari/603"
chrome,"Mozilla/5.0 (Windows NT 6.3;) AppleWebKit/537.24 (KHTML, like Gecko) Chrome/49.0.2937.350 Safari/603"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_7_4) AppleWebKit/536.24 (KHTML, like Gecko) Chrome/55.0.1222.138 Safari/600"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_3_9; en-US) AppleWebKit/603.37 (KHTML, like Gecko) Chrome/50.0.3851.141 Safari/535"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_3_4) AppleWebKit/535.35 (KHTML, like Gecko) Chrome/48.0.1543.204 Safari/600"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.1; WOW64) AppleWebKit/601.5 (KHTML, like Gecko) Chrome/53.0.2263.104 Safari/602"
chrome,"Mozilla/5.0 (Linux x86_64; en-US) AppleWebKit/535.48 (KHTML, like Gecko) Chrome/47.0.2664.177 Safari/603"
chrome,"Mozilla/5.0 (Windows NT 6.1; x64) AppleWebKit/600.48 (KHTML, like Gecko) Chrome/50.0.2782.188 Safari/600"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_3_8; en-US) AppleWebKit/603.23 (KHTML, like Gecko) Chrome/49.0.3249.278 Safari/533"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_1_8) AppleWebKit/600.42 (KHTML, like Gecko) Chrome/53.0.3154.112 Safari/533"
chrome,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/534.37 (KHTML, like Gecko) Chrome/54.0.3858.262 Safari/603"
chrome,"Mozilla/5.0 (Linux; U; Linux i545 ) AppleWebKit/601.24 (KHTML, like Gecko) Chrome/53.0.1152.171 Safari/602"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_0_3; en-US) AppleWebKit/536.8 (KHTML, like Gecko) Chrome/53.0.2720.257 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_4_8; en-US) AppleWebKit/535.37 (KHTML, like Gecko) Chrome/48.0.3607.283 Safari/602"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_2_9; en-US) AppleWebKit/537.23 (KHTML, like Gecko) Chrome/55.0.2056.335 Safari/600"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_2) AppleWebKit/600.21 (KHTML, like Gecko) Chrome/52.0.2423.189 Safari/536"
chrome,"Mozilla/5.0 (Linux; Linux x86_64) AppleWebKit/603.32 (KHTML, like Gecko) Chrome/48.0.2217.364 Safari/534"
chrome,"Mozilla/5.0 (Linux; U; Linux i655 x86_64; en-US) AppleWebKit/600.19 (KHTML, like Gecko) Chrome/47.0.2072.288 Safari/600"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.4; WOW64; en-US) AppleWebKit/534.20 (KHTML, like Gecko) Chrome/49.0.2724.104 Safari/533"
chrome,"Mozilla/5.0 (U; Linux i680 x86_64) AppleWebKit/533.17 (KHTML, like Gecko) Chrome/51.0.3246.165 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_9; en-US) AppleWebKit/600.35 (KHTML, like Gecko) Chrome/54.0.2930.107 Safari/533"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.3; x64; en-US) AppleWebKit/535.3 (KHTML, like Gecko) Chrome/52.0.3666.111 Safari/535"
chrome,"Mozilla/5.0 (U; Linux i670 x86_64) AppleWebKit/601.15 (KHTML, like Gecko) Chrome/53.0.1367.342 Safari/600"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.5; Win64; x64; en-US) AppleWebKit/602.14 (KHTML, like Gecko) Chrome/50.0.2456.286 Safari/536"
chrome,"Mozilla/5.0 (Linux; Linux x86_64) AppleWebKit/534.44 (KHTML, like Gecko) Chrome/47.0.1734.364 Safari/603"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3; en-US) AppleWebKit/537.50 (KHTML, like Gecko) Chrome/54.0.3013.390 Safari/533"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.5;; en-US) AppleWebKit/603.4 (KHTML, like Gecko) Chrome/52.0.1493.310 Safari/537"
chrome,"Mozilla/5.0 (U; Linux i655 x86_64) AppleWebKit/536.26 (KHTML, like Gecko) Chrome/48.0.3443.236 Safari/533"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8) AppleWebKit/537.30 (KHTML, like Gecko) Chrome/54.0.3024.227 Safari/536"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_9_7) AppleWebKit/534.11 (KHTML, like Gecko) Chrome/48.0.2509.139 Safari/533"
chrome,"Mozilla/5.0 (Linux i640 ; en-US) AppleWebKit/603.49 (KHTML, like Gecko) Chrome/50.0.2294.291 Safari/533"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_0; en-US) AppleWebKit/535.49 (KHTML, like Gecko) Chrome/50.0.2793.230 Safari/536"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_8_6) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/52.0.2796.104 Safari/533"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_0_2) AppleWebKit/600.4 (KHTML, like Gecko) Chrome/50.0.3401.361 Safari/535"
chrome,"Mozilla/5.0 (Linux i666 ) AppleWebKit/533.33 (KHTML, like Gecko) Chrome/47.0.1651.285 Safari/536"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_2_4) AppleWebKit/535.18 (KHTML, like Gecko) Chrome/55.0.3945.104 Safari/537"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_0; en-US) AppleWebKit/600.44 (KHTML, like Gecko) Chrome/48.0.1144.305 Safari/602"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_1_1; en-US) AppleWebKit/535.27 (KHTML, like Gecko) Chrome/48.0.3178.292 Safari/537"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.0; Win64; x64; en-US) AppleWebKit/602.4 (KHTML, like Gecko) Chrome/52.0.3726.221 Safari/533"
chrome,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/533.11 (KHTML, like Gecko) Chrome/47.0.3387.184 Safari/534"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_7_8) AppleWebKit/537.26 (KHTML, like Gecko) Chrome/48.0.2135.143 Safari/533"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_4_6) AppleWebKit/533.44 (KHTML, like Gecko) Chrome/50.0.1973.103 Safari/600"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/601.41 (KHTML, like Gecko) Chrome/55.0.3132.280 Safari/536"
chrome,"Mozilla/5.0 (U; Linux i645 ) AppleWebKit/603.27 (KHTML, like Gecko) Chrome/47.0.2685.172 Safari/603"
chrome,"Mozilla/5.0 (Linux; Linux i584 ; en-US) AppleWebKit/533.17 (KHTML, like Gecko) Chrome/53.0.3273.361 Safari/535"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_7_5; en-US) AppleWebKit/601.44 (KHTML, like Gecko) Chrome/54.0.2437.231 Safari/533"
chrome,"Mozilla/5.0 (Linux; Linux x86_64) AppleWebKit/600.9 (KHTML, like Gecko) Chrome/49.0.2899.139 Safari/534"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_1; en-US) AppleWebKit/601.16 (KHTML, like Gecko) Chrome/50.0.3873.136 Safari/601"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.0; WOW64; en-US) AppleWebKit/537.46 (KHTML, like Gecko) Chrome/51.0.3327.196 Safari/603"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_0_5; en-US) AppleWebKit/533.34 (KHTML, like Gecko) Chrome/54.0.3256.248 Safari/535"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_9) AppleWebKit/533.44 (KHTML, like Gecko) Chrome/50.0.1902.319 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_2_9; en-US) AppleWebKit/602.44 (KHTML, like Gecko) Chrome/50.0.1753.280 Safari/535"
chrome,"Mozilla/5.0 (Linux; U; Linux i550 ; en-US) AppleWebKit/536.17 (KHTML, like Gecko) Chrome/54.0.2652.106 Safari/536"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64) AppleWebKit/536.48 (KHTML, like Gecko) Chrome/47.0.3504.366 Safari/600"
chrome,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/533.21 (KHTML, like Gecko) Chrome/52.0.2470.216 Safari/535"
chrome,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/47.0.1969.340 Safari/600"
chrome,"Mozilla/5.0 (Linux x86_64; en-US) AppleWebKit/535.15 (KHTML, like Gecko) Chrome/50.0.1391.190 Safari/534"
chrome,"Mozilla/5.0 (Linux; Linux i576 ; en-US) AppleWebKit/534.43 (KHTML, like Gecko) Chrome/48.0.3615.205 Safari/535"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/603.45 (KHTML, like Gecko) Chrome/55.0.2069.369 Safari/535"
chrome,"Mozilla/5.0 (Windows NT 10.5; x64; en-US) AppleWebKit/533.46 (KHTML, like Gecko) Chrome/50.0.2444.304 Safari/537"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.4; x64) AppleWebKit/534.19 (KHTML, like Gecko) Chrome/49.0.2078.251 Safari/600"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_7_7) AppleWebKit/603.46 (KHTML, like Gecko) Chrome/53.0.1146.238 Safari/535"
chrome,"Mozilla/5.0 (U; Linux i661 ) AppleWebKit/533.28 (KHTML, like Gecko) Chrome/54.0.1356.389 Safari/535"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.1;; en-US) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/54.0.3935.137 Safari/535"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.1; WOW64) AppleWebKit/603.37 (KHTML, like Gecko) Chrome/51.0.2494.278 Safari/601"
chrome,"Mozilla/5.0 (Linux; Linux i546 ) AppleWebKit/600.20 (KHTML, like Gecko) Chrome/54.0.1991.385 Safari/535"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.0;) AppleWebKit/600.38 (KHTML, like Gecko) Chrome/52.0.1567.175 Safari/534"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_5_9) AppleWebKit/534.25 (KHTML, like Gecko) Chrome/53.0.3634.400 Safari/600"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.3; WOW64) AppleWebKit/600.10 (KHTML, like Gecko) Chrome/47.0.3303.200 Safari/533"
chrome,"Mozilla/5.0 (Linux; U; Linux i554 x86_64) AppleWebKit/537.40 (KHTML, like Gecko) Chrome/49.0.2838.356 Safari/536"
chrome,"Mozilla/5.0 (Linux; U; Linux i650 x86_64) AppleWebKit/601.38 (KHTML, like Gecko) Chrome/53.0.3742.140 Safari/536"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.2; x64; en-US) AppleWebKit/534.12 (KHTML, like Gecko) Chrome/50.0.1698.156 Safari/534"
chrome,"Mozilla/5.0 (Windows NT 10.0;; en-US) AppleWebKit/600.31 (KHTML, like Gecko) Chrome/50.0.3882.295 Safari/533"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_5_6; en-US) AppleWebKit/601.9 (KHTML, like Gecko) Chrome/50.0.3959.106 Safari/600"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_8_1; en-US) AppleWebKit/603.33 (KHTML, like Gecko) Chrome/51.0.1809.142 Safari/536"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.0;; en-US) AppleWebKit/602.8 (KHTML, like Gecko) Chrome/52.0.3736.208 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_3_7; en-US) AppleWebKit/537.32 (KHTML, like Gecko) Chrome/54.0.1197.394 Safari/600"
chrome,"Mozilla/5.0 (U; Linux i676 x86_64) AppleWebKit/600.43 (KHTML, like Gecko) Chrome/52.0.1380.125 Safari/536"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_7_9) AppleWebKit/534.9 (KHTML, like Gecko) Chrome/48.0.2389.303 Safari/603"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_6_1) AppleWebKit/536.12 (KHTML, like Gecko) Chrome/54.0.3790.253 Safari/535"
chrome,"Mozilla/5.0 (Windows NT 10.3; WOW64) AppleWebKit/603.12 (KHTML, like Gecko) Chrome/50.0.1082.342 Safari/534"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_6_2) AppleWebKit/535.41 (KHTML, like Gecko) Chrome/48.0.3731.366 Safari/603"
chrome,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/600.49 (KHTML, like Gecko) Chrome/51.0.3121.373 Safari/600"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_2; en-US) AppleWebKit/537.41 (KHTML, like Gecko) Chrome/55.0.3720.308 Safari/602"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.3; Win64; x64; en-US) AppleWebKit/536.14 (KHTML, like Gecko) Chrome/47.0.3373.322 Safari/602"
chrome,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/600.30 (KHTML, like Gecko) Chrome/47.0.2048.353 Safari/534"
chrome,"Mozilla/5.0 (Linux; U; Linux i576 ; en-US) AppleWebKit/535.36 (KHTML, like Gecko) Chrome/53.0.3289.121 Safari/603"
chrome,"Mozilla/5.0 (Windows NT 6.1;) AppleWebKit/602.9 (KHTML, like Gecko) Chrome/47.0.1196.238 Safari/535"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_9_9; en-US) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/49.0.3923.129 Safari/603"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.1; Win64; x64) AppleWebKit/601.49 (KHTML, like Gecko) Chrome/54.0.1532.206 Safari/602"
chrome,"Mozilla/5.0 (Linux; U; Linux i584 x86_64) AppleWebKit/537.27 (KHTML, like Gecko) Chrome/52.0.3533.355 Safari/601"
chrome,"Mozilla/5.0 (Linux; Linux i563 x86_64; en-US) AppleWebKit/603.12 (KHTML, like Gecko) Chrome/48.0.3323.341 Safari/535"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_6_0; en-US) AppleWebKit/533.27 (KHTML, like Gecko) Chrome/53.0.1584.282 Safari/533"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_4) AppleWebKit/601.50 (KHTML, like Gecko) Chrome/49.0.2646.195 Safari/535"
